date,year,month,depth,temp,ph,do_mgl,sp_cond
1/29/1988,1988,1,48,2.84,7.56,8.4,0.320
1/29/1988,1988,1,46,2.65,7.71,9.8,0.308
1/29/1988,1988,1,44,2.52,7.76,10.4,0.310
1/29/1988,1988,1,40,2.44,7.77,10.5,0.308
1/29/1988,1988,1,35,2.43,7.79,10.6,0.307
1/29/1988,1988,1,42,2.41,7.77,10.6,0.307
1/29/1988,1988,1,30,2.38,7.79,10.7,0.302
1/29/1988,1988,1,25,2.16,7.80,10.9,0.308
1/29/1988,1988,1,20,1.94,7.82,11.3,0.311
1/29/1988,1988,1,18,1.86,7.82,11.3,0.309
1/29/1988,1988,1,16,1.79,7.84,11.5,0.308
1/29/1988,1988,1,14,1.75,7.86,11.8,0.309
1/29/1988,1988,1,12,1.66,7.85,11.7,0.309
1/29/1988,1988,1,10,1.61,7.86,11.8,0.308
1/29/1988,1988,1,8,1.59,7.86,11.7,0.302
1/29/1988,1988,1,6,1.49,7.89,12.1,0.301
1/29/1988,1988,1,4,1.47,7.89,12.2,0.301
1/29/1988,1988,1,2,1.43,7.88,12.2,0.297
1/29/1988,1988,1,0.1,0.39,7.88,12.7,0.300
2/5/1988,1988,2,30,2.39,7.58,10.4,0.289
2/5/1988,1988,2,42,2.34,7.61,10.4,0.298
2/5/1988,1988,2,35,2.31,7.61,10.5,0.296
2/5/1988,1988,2,25,2.29,7.56,10.4,0.292
2/5/1988,1988,2,40,2.28,7.62,10.5,0.298
2/5/1988,1988,2,20,2.15,7.55,10.7,0.293
2/5/1988,1988,2,18,1.99,7.55,11.0,0.299
2/5/1988,1988,2,16,1.97,7.54,10.9,0.296
2/5/1988,1988,2,14,1.91,7.54,11.3,0.294
2/5/1988,1988,2,4,1.82,7.33,11.2,0.291
2/5/1988,1988,2,6,1.80,7.40,11.3,0.294
2/5/1988,1988,2,12,1.80,7.55,11.6,0.299
2/5/1988,1988,2,10,1.79,7.51,11.7,0.296
2/5/1988,1988,2,8,1.78,7.47,11.6,0.298
2/5/1988,1988,2,2,1.68,7.27,11.6,0.289
2/5/1988,1988,2,0.1,0.32,7.12,12.2,0.273
2/18/1988,1988,2,46,2.70,7.62,9.2,0.304
2/18/1988,1988,2,40,2.68,7.70,9.7,0.295
2/18/1988,1988,2,44,2.66,7.67,9.6,0.299
2/18/1988,1988,2,48,2.66,7.56,9.0,0.324
2/18/1988,1988,2,30,2.62,7.78,10.3,0.295
2/18/1988,1988,2,42,2.61,7.69,9.8,0.305
2/18/1988,1988,2,25,2.50,7.78,10.5,0.296
2/18/1988,1988,2,35,2.49,7.76,10.4,0.297
2/18/1988,1988,2,20,2.45,7.80,10.6,0.296
2/18/1988,1988,2,10,2.37,7.84,11.0,0.293
2/18/1988,1988,2,8,2.35,7.86,11.3,0.292
2/18/1988,1988,2,6,2.34,7.88,11.5,0.291
2/18/1988,1988,2,12,2.34,7.83,11.0,0.296
2/18/1988,1988,2,4,2.31,7.89,11.6,0.290
2/18/1988,1988,2,18,2.31,7.82,10.9,0.299
2/18/1988,1988,2,14,2.30,7.84,11.2,0.298
2/18/1988,1988,2,16,2.28,7.83,11.1,0.299
2/18/1988,1988,2,2,2.17,7.88,11.6,0.288
2/18/1988,1988,2,0.1,0.88,8.01,13.5,0.271
2/26/1988,1988,2,48,2.91,7.35,6.8,0.320
2/26/1988,1988,2,44,2.75,7.50,8.7,0.300
2/26/1988,1988,2,46,2.72,7.46,8.7,0.308
2/26/1988,1988,2,40,2.60,7.61,9.9,0.299
2/26/1988,1988,2,42,2.59,7.57,9.5,0.299
2/26/1988,1988,2,25,2.51,7.66,10.4,0.293
2/26/1988,1988,2,30,2.49,7.65,10.3,0.296
2/26/1988,1988,2,35,2.44,7.65,10.3,0.300
2/26/1988,1988,2,20,2.43,7.66,10.4,0.290
2/26/1988,1988,2,2,2.39,7.59,11.4,0.288
2/26/1988,1988,2,18,2.39,7.67,10.6,0.294
2/26/1988,1988,2,4,2.36,7.67,11.3,0.290
2/26/1988,1988,2,6,2.35,7.69,11.3,0.290
2/26/1988,1988,2,8,2.34,7.72,11.4,0.291
2/26/1988,1988,2,16,2.31,7.69,10.7,0.294
2/26/1988,1988,2,10,2.23,7.70,11.2,0.293
2/26/1988,1988,2,12,2.23,7.73,11.4,0.293
2/26/1988,1988,2,14,2.21,7.73,11.4,0.295
2/26/1988,1988,2,0.1,1.99,7.41,12.2,0.289
3/3/1988,1988,3,48,3.12,7.42,6.3,0.320
3/3/1988,1988,3,46,3.05,7.52,8.7,0.309
3/3/1988,1988,3,44,2.99,7.57,9.7,0.300
3/3/1988,1988,3,42,2.95,7.62,9.7,0.296
3/3/1988,1988,3,40,2.80,7.65,9.9,0.292
3/3/1988,1988,3,35,2.65,7.70,9.8,0.286
3/3/1988,1988,3,30,2.46,7.76,9.9,0.285
3/3/1988,1988,3,25,2.30,7.78,10.1,0.290
3/3/1988,1988,3,20,2.21,7.81,10.4,0.288
3/3/1988,1988,3,18,2.18,7.82,10.4,0.286
3/3/1988,1988,3,16,2.15,7.84,10.5,0.287
3/3/1988,1988,3,14,2.09,7.87,10.9,0.287
3/3/1988,1988,3,12,2.00,7.95,11.5,0.286
3/3/1988,1988,3,10,1.93,7.94,11.7,0.288
3/3/1988,1988,3,8,1.83,7.94,11.7,0.289
3/3/1988,1988,3,6,1.80,7.94,11.7,0.287
3/3/1988,1988,3,4,1.65,7.93,11.8,0.281
3/3/1988,1988,3,2,0.84,7.93,12.4,0.268
3/3/1988,1988,3,0.1,0.00,7.92,14.7,0.236
3/11/1988,1988,3,48,2.96,7.37,6.0,0.314
3/11/1988,1988,3,46,2.73,7.51,8.6,0.304
3/11/1988,1988,3,42,2.68,7.60,9.3,0.299
3/11/1988,1988,3,44,2.68,7.56,9.1,0.298
3/11/1988,1988,3,40,2.61,7.64,9.7,0.297
3/11/1988,1988,3,30,2.60,7.71,10.2,0.292
3/11/1988,1988,3,35,2.59,7.70,10.2,0.294
3/11/1988,1988,3,2,2.57,7.70,11.3,0.287
3/11/1988,1988,3,4,2.54,7.73,11.2,0.287
3/11/1988,1988,3,6,2.53,7.75,11.2,0.287
3/11/1988,1988,3,8,2.51,7.77,11.3,0.289
3/11/1988,1988,3,10,2.49,7.78,11.3,0.289
3/11/1988,1988,3,12,2.47,7.79,11.3,0.289
3/11/1988,1988,3,18,2.47,7.72,10.5,0.292
3/11/1988,1988,3,14,2.46,7.78,11.2,0.290
3/11/1988,1988,3,25,2.46,7.76,10.9,0.294
3/11/1988,1988,3,20,2.45,7.76,11.0,0.293
3/11/1988,1988,3,16,2.43,7.73,10.7,0.293
3/11/1988,1988,3,0.1,1.88,7.61,11.4,0.282
3/18/1988,1988,3,48,2.90,7.35,5.1,0.317
3/18/1988,1988,3,46,2.62,7.56,9.0,0.313
3/18/1988,1988,3,44,2.60,7.73,11.1,0.309
3/18/1988,1988,3,42,2.54,7.62,9.8,0.302
3/18/1988,1988,3,40,2.50,7.68,10.2,0.302
3/18/1988,1988,3,35,2.49,7.70,10.3,0.295
3/18/1988,1988,3,30,2.48,7.71,10.4,0.294
3/18/1988,1988,3,25,2.39,7.74,10.7,0.294
3/18/1988,1988,3,20,2.36,7.75,10.7,0.291
3/18/1988,1988,3,18,2.34,7.75,10.7,0.292
3/18/1988,1988,3,16,2.29,7.77,10.8,0.293
3/18/1988,1988,3,14,2.27,7.84,11.4,0.293
3/18/1988,1988,3,10,2.25,7.86,11.7,0.291
3/18/1988,1988,3,12,2.25,7.86,11.7,0.290
3/18/1988,1988,3,8,2.21,7.86,11.8,0.291
3/18/1988,1988,3,6,2.18,7.87,11.9,0.291
3/18/1988,1988,3,2,1.75,7.86,12.3,0.287
3/18/1988,1988,3,4,1.53,7.87,12.5,0.296
3/18/1988,1988,3,0.1,0.00,7.82,12.7,0.267
3/25/1988,1988,3,48,2.92,7.24,5.8,0.311
3/25/1988,1988,3,46,2.70,7.47,9.3,0.301
3/25/1988,1988,3,2,2.68,7.60,11.4,0.277
3/25/1988,1988,3,44,2.65,7.50,9.4,0.296
3/25/1988,1988,3,4,2.62,7.61,11.2,0.283
3/25/1988,1988,3,35,2.62,7.58,10.5,0.292
3/25/1988,1988,3,42,2.62,7.53,9.8,0.297
3/25/1988,1988,3,6,2.61,7.63,11.2,0.284
3/25/1988,1988,3,40,2.60,7.58,10.2,0.298
3/25/1988,1988,3,8,2.57,7.64,11.2,0.285
3/25/1988,1988,3,10,2.56,7.65,11.2,0.284
3/25/1988,1988,3,30,2.55,7.58,10.3,0.292
3/25/1988,1988,3,12,2.52,7.66,11.2,0.286
3/25/1988,1988,3,14,2.52,7.65,11.1,0.286
3/25/1988,1988,3,16,2.50,7.65,11.1,0.286
3/25/1988,1988,3,18,2.49,7.65,11.1,0.287
3/25/1988,1988,3,25,2.47,7.62,10.8,0.291
3/25/1988,1988,3,20,2.46,7.64,11.0,0.289
3/25/1988,1988,3,0.1,1.90,7.63,12.1,0.261
4/5/1988,1988,4,35,3.07,7.78,10.8,0.290
4/5/1988,1988,4,0.1,3.06,7.82,11.2,0.283
4/5/1988,1988,4,2,3.01,7.81,11.2,0.283
4/5/1988,1988,4,25,3.00,7.83,11.1,0.287
4/5/1988,1988,4,4,2.98,7.82,11.2,0.284
4/5/1988,1988,4,8,2.98,7.82,11.2,0.287
4/5/1988,1988,4,12,2.98,7.83,11.2,0.286
4/5/1988,1988,4,6,2.97,7.82,11.2,0.285
4/5/1988,1988,4,10,2.97,7.83,11.2,0.285
4/5/1988,1988,4,20,2.97,7.83,11.1,0.288
4/5/1988,1988,4,44,2.95,7.66,9.6,0.296
4/5/1988,1988,4,18,2.93,7.82,11.1,0.288
4/5/1988,1988,4,14,2.91,7.84,11.2,0.287
4/5/1988,1988,4,16,2.88,7.84,11.2,0.288
4/5/1988,1988,4,46,2.79,7.56,8.4,0.301
4/5/1988,1988,4,30,2.78,7.73,10.4,0.294
4/5/1988,1988,4,42,2.69,7.62,9.3,0.298
4/5/1988,1988,4,40,2.65,7.66,9.6,0.300
4/15/1988,1988,4,0.1,4.01,7.79,11.1,0.271
4/15/1988,1988,4,2,3.98,7.78,11.0,0.274
4/15/1988,1988,4,4,3.96,7.78,10.9,0.275
4/15/1988,1988,4,6,3.96,7.79,10.9,0.275
4/15/1988,1988,4,8,3.95,7.79,11.0,0.277
4/15/1988,1988,4,10,3.94,7.79,11.0,0.277
4/15/1988,1988,4,12,3.91,7.79,10.9,0.278
4/15/1988,1988,4,14,3.90,7.79,10.9,0.278
4/15/1988,1988,4,16,3.90,7.79,10.9,0.277
4/15/1988,1988,4,25,3.90,7.81,10.9,0.277
4/15/1988,1988,4,18,3.88,7.80,10.9,0.277
4/15/1988,1988,4,20,3.87,7.80,10.9,0.279
4/15/1988,1988,4,30,3.85,7.81,10.9,0.279
4/15/1988,1988,4,40,3.84,7.82,10.9,0.275
4/15/1988,1988,4,42,3.84,7.82,10.9,0.276
4/15/1988,1988,4,44,3.83,7.82,10.9,0.275
4/15/1988,1988,4,35,3.82,7.81,10.9,0.276
4/21/1988,1988,4,0.1,4.48,7.83,11.4,0.272
4/21/1988,1988,4,2,4.46,7.82,11.3,0.276
4/21/1988,1988,4,4,4.44,7.82,11.3,0.277
4/21/1988,1988,4,6,4.43,7.83,11.3,0.279
4/21/1988,1988,4,8,4.43,7.83,11.2,0.281
4/21/1988,1988,4,10,4.43,7.84,11.2,0.281
4/21/1988,1988,4,12,4.43,7.84,11.2,0.281
4/21/1988,1988,4,14,4.43,7.84,11.2,0.282
4/21/1988,1988,4,16,4.43,7.84,11.3,0.283
4/21/1988,1988,4,20,4.43,7.85,11.3,0.281
4/21/1988,1988,4,18,4.42,7.84,11.2,0.281
4/21/1988,1988,4,25,4.36,7.84,11.2,0.281
4/21/1988,1988,4,30,4.36,7.84,11.2,0.278
4/21/1988,1988,4,40,4.34,7.86,11.2,0.281
4/21/1988,1988,4,35,4.33,7.85,11.2,0.279
4/21/1988,1988,4,42,4.32,7.85,11.2,0.278
4/21/1988,1988,4,44,4.22,7.83,11.1,0.278
4/21/1988,1988,4,46,4.20,7.83,11.1,0.278
4/29/1988,1988,4,0.1,5.03,7.88,11.1,0.271
4/29/1988,1988,4,2,5.00,7.87,11.1,0.274
4/29/1988,1988,4,4,4.96,7.87,11.1,0.276
4/29/1988,1988,4,6,4.90,7.86,11.1,0.276
4/29/1988,1988,4,8,4.77,7.85,11.1,0.278
4/29/1988,1988,4,10,4.76,7.85,11.1,0.278
4/29/1988,1988,4,14,4.68,7.85,11.1,0.278
4/29/1988,1988,4,12,4.66,7.85,11.0,0.279
4/29/1988,1988,4,16,4.66,7.85,11.0,0.280
4/29/1988,1988,4,18,4.61,7.84,11.0,0.278
4/29/1988,1988,4,20,4.57,7.84,11.0,0.278
4/29/1988,1988,4,25,4.54,7.84,11.0,0.278
4/29/1988,1988,4,30,4.54,7.84,11.0,0.279
4/29/1988,1988,4,35,4.50,7.83,10.9,0.280
4/29/1988,1988,4,40,4.49,7.84,11.0,0.275
4/29/1988,1988,4,42,4.49,7.84,11.0,0.275
5/5/1988,1988,5,0.1,8.87,7.82,11.1,0.292
5/5/1988,1988,5,2,8.20,7.86,11.1,0.295
5/5/1988,1988,5,4,6.55,7.88,11.3,0.296
5/5/1988,1988,5,6,6.07,7.89,11.3,0.297
5/5/1988,1988,5,8,5.75,7.88,11.3,0.298
5/5/1988,1988,5,10,5.54,7.88,11.2,0.298
5/5/1988,1988,5,12,5.47,7.87,11.2,0.299
5/5/1988,1988,5,14,5.31,7.87,11.2,0.298
5/5/1988,1988,5,16,5.15,7.87,11.1,0.297
5/5/1988,1988,5,18,5.02,7.85,11.1,0.298
5/5/1988,1988,5,20,4.99,7.85,11.0,0.297
5/5/1988,1988,5,25,4.83,7.84,11.0,0.296
5/5/1988,1988,5,30,4.63,7.83,10.9,0.298
5/5/1988,1988,5,35,4.49,7.83,10.9,0.294
5/5/1988,1988,5,40,4.46,7.83,10.9,0.294
5/5/1988,1988,5,42,4.45,7.83,10.9,0.298
5/5/1988,1988,5,44,4.43,7.82,10.8,0.293
5/5/1988,1988,5,46,4.40,7.79,10.6,0.299
5/5/1988,1988,5,48,4.39,7.76,10.3,0.295
5/19/1988,1988,5,0.1,9.86,8.05,10.7,0.294
5/19/1988,1988,5,2,9.78,8.03,10.7,0.296
5/19/1988,1988,5,4,9.73,8.02,10.7,0.298
5/19/1988,1988,5,6,9.60,8.01,10.7,0.299
5/19/1988,1988,5,8,9.21,8.01,10.8,0.300
5/19/1988,1988,5,10,8.58,7.98,10.8,0.302
5/19/1988,1988,5,12,7.73,7.94,10.8,0.300
5/19/1988,1988,5,14,6.96,7.92,10.8,0.302
5/19/1988,1988,5,16,6.73,7.91,10.8,0.302
5/19/1988,1988,5,18,6.50,7.90,10.8,0.302
5/19/1988,1988,5,20,6.35,7.89,10.8,0.304
5/19/1988,1988,5,25,6.21,7.88,10.7,0.299
5/19/1988,1988,5,30,5.94,7.87,10.7,0.299
5/19/1988,1988,5,35,5.46,7.83,10.5,0.302
5/19/1988,1988,5,40,5.24,7.83,10.5,0.301
5/19/1988,1988,5,42,5.11,7.82,10.5,0.300
5/19/1988,1988,5,44,4.96,7.80,10.4,0.299
5/19/1988,1988,5,46,4.80,7.77,10.3,0.299
5/19/1988,1988,5,48,4.70,7.76,10.1,0.298
5/25/1988,1988,5,2,13.03,7.96,10.2,0.281
5/25/1988,1988,5,0.1,13.02,7.94,10.3,0.279
5/25/1988,1988,5,4,12.08,7.97,10.3,0.282
5/25/1988,1988,5,6,11.77,7.98,10.4,0.282
5/25/1988,1988,5,8,9.34,7.95,11.0,0.283
5/25/1988,1988,5,10,8.36,7.90,10.8,0.283
5/25/1988,1988,5,12,7.76,7.87,10.8,0.283
5/25/1988,1988,5,14,7.34,7.84,10.7,0.284
5/25/1988,1988,5,16,7.12,7.83,10.7,0.284
5/25/1988,1988,5,18,6.81,7.82,10.6,0.284
5/25/1988,1988,5,20,6.59,7.79,10.5,0.284
5/25/1988,1988,5,25,5.94,7.75,10.4,0.280
5/25/1988,1988,5,30,5.72,7.74,10.4,0.280
5/25/1988,1988,5,35,5.48,7.73,10.3,0.283
5/25/1988,1988,5,40,5.03,7.70,10.2,0.282
5/25/1988,1988,5,42,4.93,7.68,10.0,0.283
5/25/1988,1988,5,44,4.82,7.65,9.8,0.282
6/2/1988,1988,6,0.1,16.12,8.04,9.7,0.290
6/2/1988,1988,6,2,15.93,8.04,9.6,0.293
6/2/1988,1988,6,4,15.53,8.04,9.7,0.294
6/2/1988,1988,6,6,12.45,8.02,10.9,0.293
6/2/1988,1988,6,8,11.05,7.99,11.0,0.291
6/2/1988,1988,6,10,9.96,7.93,10.8,0.293
6/2/1988,1988,6,12,8.76,7.87,10.8,0.293
6/2/1988,1988,6,14,7.65,7.80,10.7,0.293
6/2/1988,1988,6,16,7.10,7.77,10.7,0.293
6/2/1988,1988,6,18,6.88,7.75,10.6,0.293
6/2/1988,1988,6,20,6.74,7.73,10.6,0.293
6/2/1988,1988,6,25,6.19,7.70,10.5,0.289
6/2/1988,1988,6,30,5.85,7.67,10.4,0.292
6/2/1988,1988,6,35,5.58,7.66,10.4,0.290
6/2/1988,1988,6,40,5.30,7.62,10.2,0.290
6/2/1988,1988,6,42,5.20,7.59,10.1,0.292
6/2/1988,1988,6,44,5.08,7.57,9.9,0.292
6/2/1988,1988,6,46,5.02,7.55,9.7,0.293
6/2/1988,1988,6,48,4.98,7.55,9.7,0.293
6/8/1988,1988,6,0.1,15.79,8.05,9.3,0.292
6/8/1988,1988,6,2,15.45,8.04,9.3,0.296
6/8/1988,1988,6,4,15.31,8.03,9.3,0.297
6/8/1988,1988,6,6,14.43,8.02,9.5,0.298
6/8/1988,1988,6,8,12.99,7.99,9.8,0.299
6/8/1988,1988,6,10,10.20,7.89,10.4,0.300
6/8/1988,1988,6,12,9.31,7.91,10.8,0.298
6/8/1988,1988,6,14,8.74,7.89,10.8,0.299
6/8/1988,1988,6,16,8.02,7.83,10.7,0.298
6/8/1988,1988,6,18,7.50,7.78,10.5,0.298
6/8/1988,1988,6,20,7.08,7.76,10.5,0.298
6/8/1988,1988,6,25,6.45,7.71,10.3,0.298
6/8/1988,1988,6,30,6.15,7.71,10.4,0.298
6/8/1988,1988,6,35,5.58,7.66,10.1,0.295
6/8/1988,1988,6,40,5.14,7.61,9.8,0.297
6/8/1988,1988,6,42,5.06,7.59,9.7,0.299
6/8/1988,1988,6,44,5.02,7.58,9.6,0.294
6/8/1988,1988,6,46,4.96,7.56,9.4,0.296
6/14/1988,1988,6,0.1,17.84,8.11,9.1,0.284
6/14/1988,1988,6,2,16.56,8.12,9.2,0.286
6/14/1988,1988,6,4,16.26,8.12,9.2,0.288
6/14/1988,1988,6,6,15.94,8.12,9.2,0.289
6/14/1988,1988,6,8,14.07,8.11,9.5,0.290
6/14/1988,1988,6,10,11.38,8.02,10.0,0.290
6/14/1988,1988,6,12,10.23,8.02,10.5,0.290
6/14/1988,1988,6,14,8.96,8.02,10.8,0.289
6/14/1988,1988,6,16,8.07,7.94,10.5,0.289
6/14/1988,1988,6,18,7.70,7.91,10.4,0.289
6/14/1988,1988,6,20,7.28,7.89,10.4,0.288
6/14/1988,1988,6,25,6.48,7.84,10.3,0.290
6/14/1988,1988,6,30,6.01,7.83,10.3,0.286
6/14/1988,1988,6,35,5.50,7.78,10.1,0.288
6/14/1988,1988,6,40,5.15,7.74,9.7,0.289
6/14/1988,1988,6,42,5.10,7.73,9.7,0.285
6/14/1988,1988,6,44,5.03,7.72,9.5,0.287
6/14/1988,1988,6,46,4.98,7.70,9.4,0.284
6/14/1988,1988,6,48,4.92,7.68,9.3,0.287
6/22/1988,1988,6,2,20.30,8.08,8.9,0.287
6/22/1988,1988,6,4,20.29,8.07,8.9,0.287
6/22/1988,1988,6,0.1,20.28,8.08,8.9,0.285
6/22/1988,1988,6,6,19.98,8.07,8.9,0.288
6/22/1988,1988,6,8,14.42,8.04,10.7,0.298
6/22/1988,1988,6,10,10.85,7.92,10.9,0.293
6/22/1988,1988,6,12,9.70,7.90,10.9,0.292
6/22/1988,1988,6,14,9.01,7.87,10.9,0.290
6/22/1988,1988,6,20,7.48,7.71,10.5,0.292
6/22/1988,1988,6,25,6.78,7.67,10.4,0.292
6/22/1988,1988,6,30,6.40,7.65,10.3,0.291
6/22/1988,1988,6,35,5.94,7.63,10.2,0.287
6/22/1988,1988,6,40,5.51,7.56,9.9,0.287
6/22/1988,1988,6,42,5.36,7.50,9.6,0.287
6/22/1988,1988,6,44,5.25,7.47,9.2,0.287
6/22/1988,1988,6,46,5.19,7.46,8.9,0.288
6/22/1988,1988,6,48,4.92,7.68,9.3,0.287
6/29/1988,1988,6,2,18.41,8.08,9.0,0.287
6/29/1988,1988,6,4,18.40,8.07,8.9,0.289
6/29/1988,1988,6,0.1,18.39,8.08,9.1,0.284
6/29/1988,1988,6,6,18.39,8.06,8.9,0.289
6/29/1988,1988,6,8,15.61,7.97,10.0,0.291
6/29/1988,1988,6,10,13.40,7.83,10.1,0.291
6/29/1988,1988,6,12,13.00,7.86,10.1,0.290
6/29/1988,1988,6,14,11.21,7.83,10.3,0.289
6/29/1988,1988,6,16,8.85,7.73,10.4,0.289
6/29/1988,1988,6,18,7.71,7.65,10.2,0.289
6/29/1988,1988,6,20,7.20,7.62,10.1,0.290
6/29/1988,1988,6,25,6.45,7.58,10.2,0.288
6/29/1988,1988,6,30,5.93,7.52,10.0,0.286
6/29/1988,1988,6,35,5.52,7.51,9.8,0.288
6/29/1988,1988,6,40,5.28,7.45,9.4,0.289
6/29/1988,1988,6,42,5.20,7.43,9.2,0.287
6/29/1988,1988,6,44,5.14,7.41,9.0,0.287
6/29/1988,1988,6,46,5.12,7.41,8.9,0.292
6/29/1988,1988,6,48,5.10,7.41,8.9,0.287
7/6/1988,1988,7,0.1,20.54,7.93,9.0,0.281
7/6/1988,1988,7,2,20.10,7.95,9.0,0.284
7/6/1988,1988,7,4,18.51,7.97,9.2,0.286
7/6/1988,1988,7,6,18.18,7.96,9.2,0.286
7/6/1988,1988,7,8,17.62,7.95,9.1,0.287
7/6/1988,1988,7,10,15.57,7.88,9.5,0.288
7/6/1988,1988,7,12,12.32,7.79,10.1,0.287
7/6/1988,1988,7,14,10.21,7.72,10.1,0.288
7/6/1988,1988,7,16,8.80,7.63,10.0,0.288
7/6/1988,1988,7,18,8.26,7.60,10.0,0.288
7/6/1988,1988,7,20,7.80,7.58,10.0,0.289
7/6/1988,1988,7,25,7.16,7.53,9.8,0.287
7/6/1988,1988,7,30,6.66,7.52,9.8,0.286
7/6/1988,1988,7,35,6.12,7.49,9.6,0.287
7/6/1988,1988,7,40,5.80,7.45,9.4,0.284
7/6/1988,1988,7,42,5.63,7.45,9.4,0.286
7/6/1988,1988,7,44,5.40,7.40,9.0,0.290
7/6/1988,1988,7,46,5.32,7.37,8.7,0.290
7/6/1988,1988,7,48,5.28,7.35,8.6,0.290
7/12/1988,1988,7,0.1,24.29,8.11,8.3,0.270
7/12/1988,1988,7,2,24.04,8.11,8.4,0.273
7/12/1988,1988,7,4,22.51,8.12,8.9,0.273
7/12/1988,1988,7,6,19.00,8.16,9.4,0.277
7/12/1988,1988,7,8,17.89,8.15,9.2,0.280
7/12/1988,1988,7,10,14.97,8.01,9.3,0.280
7/12/1988,1988,7,12,11.55,7.96,10.1,0.280
7/12/1988,1988,7,14,9.96,7.89,10.0,0.280
7/12/1988,1988,7,16,9.14,7.84,9.9,0.281
7/12/1988,1988,7,18,8.12,7.77,9.8,0.279
7/12/1988,1988,7,20,7.57,7.73,9.8,0.281
7/12/1988,1988,7,25,6.89,7.66,9.5,0.282
7/12/1988,1988,7,30,6.38,7.64,9.5,0.280
7/12/1988,1988,7,35,6.03,7.60,9.4,0.277
7/12/1988,1988,7,40,5.75,7.58,9.3,0.279
7/12/1988,1988,7,42,5.58,7.56,9.1,0.280
7/12/1988,1988,7,44,5.35,7.52,8.8,0.280
7/12/1988,1988,7,46,5.25,7.47,8.4,0.280
7/12/1988,1988,7,48,5.22,7.46,8.2,0.282
7/19/1988,1988,7,0.1,23.41,8.14,8.4,0.262
7/19/1988,1988,7,2,23.40,8.14,8.4,0.265
7/19/1988,1988,7,4,23.17,8.13,8.4,0.267
7/19/1988,1988,7,6,22.47,8.11,8.3,0.269
7/19/1988,1988,7,8,18.08,8.09,9.2,0.273
7/19/1988,1988,7,10,14.96,8.03,9.4,0.274
7/19/1988,1988,7,12,11.63,7.94,9.9,0.274
7/19/1988,1988,7,14,10.04,7.86,9.9,0.277
7/19/1988,1988,7,16,8.68,7.77,9.7,0.276
7/19/1988,1988,7,18,8.20,7.73,9.6,0.275
7/19/1988,1988,7,20,7.70,7.73,9.7,0.275
7/19/1988,1988,7,25,7.00,7.69,9.6,0.274
7/19/1988,1988,7,30,6.44,7.66,9.5,0.275
7/19/1988,1988,7,35,5.83,7.60,9.2,0.276
7/19/1988,1988,7,40,5.50,7.57,9.0,0.273
7/19/1988,1988,7,42,5.43,7.55,8.8,0.278
7/19/1988,1988,7,44,5.28,7.52,8.5,0.275
7/19/1988,1988,7,46,5.17,7.48,8.1,0.278
7/19/1988,1988,7,48,5.13,7.47,8.0,0.275
7/26/1988,1988,7,2,22.78,7.96,8.3,0.286
7/26/1988,1988,7,0.1,22.77,7.97,8.3,0.283
7/26/1988,1988,7,4,22.72,7.96,8.3,0.289
7/26/1988,1988,7,6,22.71,7.96,8.3,0.290
7/26/1988,1988,7,8,18.40,7.93,9.3,0.301
7/26/1988,1988,7,10,14.97,7.84,9.4,0.303
7/26/1988,1988,7,12,11.46,7.72,9.7,0.305
7/26/1988,1988,7,14,9.87,7.64,9.7,0.304
7/26/1988,1988,7,20,8.17,7.53,9.5,0.303
7/26/1988,1988,7,25,7.12,7.46,9.3,0.302
7/26/1988,1988,7,30,6.62,7.45,9.3,0.299
7/26/1988,1988,7,35,6.08,7.37,8.7,0.300
7/26/1988,1988,7,40,5.75,7.31,8.3,0.299
7/26/1988,1988,7,46,5.62,7.26,7.6,0.298
7/26/1988,1988,7,48,5.62,7.25,7.5,0.297
8/4/1988,1988,8,0.1,25.31,8.29,8.6,0.277
8/4/1988,1988,8,2,25.19,8.17,8.5,0.277
8/4/1988,1988,8,4,24.77,8.08,8.5,0.278
8/4/1988,1988,8,6,24.70,8.07,8.5,0.277
8/4/1988,1988,8,8,20.46,8.10,9.6,0.285
8/4/1988,1988,8,10,17.02,8.10,9.6,0.287
8/4/1988,1988,8,12,13.82,8.09,9.9,0.287
8/4/1988,1988,8,14,11.64,8.02,9.7,0.287
8/4/1988,1988,8,16,9.98,7.98,9.8,0.286
8/4/1988,1988,8,18,9.10,7.91,9.5,0.287
8/4/1988,1988,8,20,8.57,7.91,9.6,0.285
8/4/1988,1988,8,25,7.41,7.86,9.5,0.284
8/4/1988,1988,8,30,6.84,7.84,9.5,0.283
8/4/1988,1988,8,35,6.29,7.81,9.3,0.286
8/4/1988,1988,8,40,5.83,7.74,8.6,0.289
8/4/1988,1988,8,42,5.65,7.73,8.5,0.287
8/4/1988,1988,8,44,5.58,7.70,8.2,0.287
8/4/1988,1988,8,46,5.51,7.68,8.0,0.289
8/4/1988,1988,8,48,5.44,7.66,7.6,0.290
8/10/1988,1988,8,2,24.65,7.94,8.4,0.275
8/10/1988,1988,8,0.1,24.63,7.96,8.5,0.275
8/10/1988,1988,8,4,24.62,7.93,8.4,0.276
8/10/1988,1988,8,6,24.58,7.93,8.4,0.275
8/10/1988,1988,8,8,21.21,7.88,9.5,0.282
8/10/1988,1988,8,10,17.06,7.93,9.9,0.287
8/10/1988,1988,8,12,13.19,7.90,9.9,0.287
8/10/1988,1988,8,14,10.94,7.80,10.0,0.288
