date,year,month,depth,temp,ph,do_mgl,sp_cond
5/8/1995,1995,5,46,4.09,8.12,11.0,0.281
5/8/1995,1995,5,48,4.09,8.12,11.1,0.281
5/19/1995,1995,5,0.1,10.09,8.27,11.0,0.278
5/19/1995,1995,5,2,10.02,8.27,11.1,0.278
5/19/1995,1995,5,4,9.52,8.27,11.3,0.279
5/19/1995,1995,5,6,9.34,8.26,11.4,0.279
5/19/1995,1995,5,8,9.12,8.26,11.5,0.280
5/19/1995,1995,5,10,8.40,8.24,11.6,0.282
5/19/1995,1995,5,12,7.57,8.22,11.7,0.283
5/19/1995,1995,5,14,7.17,8.20,11.7,0.281
5/19/1995,1995,5,16,6.91,8.18,11.7,0.281
5/19/1995,1995,5,18,6.83,8.17,11.7,0.281
5/19/1995,1995,5,20,6.42,8.15,11.7,0.282
5/19/1995,1995,5,25,5.67,8.11,11.7,0.282
5/19/1995,1995,5,30,5.34,8.09,11.6,0.282
5/19/1995,1995,5,35,5.16,8.06,11.5,0.282
5/19/1995,1995,5,40,5.01,8.05,11.4,0.282
5/19/1995,1995,5,42,4.81,8.04,11.4,0.281
5/19/1995,1995,5,44,4.52,8.02,11.4,0.281
5/19/1995,1995,5,46,4.47,8.01,11.2,0.282
5/19/1995,1995,5,48,4.43,7.99,11.2,0.282
6/1/1995,1995,6,0.1,13.78,8.32,10.7,0.275
6/1/1995,1995,6,2,13.61,8.35,10.8,0.275
6/1/1995,1995,6,4,13.42,8.35,10.9,0.275
6/1/1995,1995,6,6,13.09,8.34,10.9,0.275
6/1/1995,1995,6,8,11.03,8.25,11.3,0.276
6/1/1995,1995,6,10,10.31,8.18,11.3,0.277
6/1/1995,1995,6,12,9.68,8.13,11.3,0.276
6/1/1995,1995,6,14,9.24,8.13,11.3,0.277
6/1/1995,1995,6,16,7.40,8.09,11.3,0.280
6/1/1995,1995,6,18,7.10,8.02,11.4,0.277
6/1/1995,1995,6,20,6.99,8.00,11.3,0.277
6/1/1995,1995,6,25,6.65,7.96,11.3,0.277
6/1/1995,1995,6,30,6.08,7.93,11.2,0.276
6/1/1995,1995,6,35,5.12,7.84,11.1,0.277
6/1/1995,1995,6,40,4.91,7.81,11.0,0.277
6/1/1995,1995,6,42,4.77,7.80,10.7,0.277
6/1/1995,1995,6,44,4.68,7.78,10.7,0.277
6/1/1995,1995,6,46,4.66,7.77,10.5,0.277
6/1/1995,1995,6,48,4.64,7.77,10.5,0.277
6/15/1995,1995,6,0.1,18.40,8.55,10.4,0.260
6/15/1995,1995,6,2,18.23,8.54,10.5,0.260
6/15/1995,1995,6,4,18.19,8.51,10.6,0.260
6/15/1995,1995,6,6,17.98,8.51,10.8,0.260
6/15/1995,1995,6,8,14.70,8.36,10.9,0.270
6/15/1995,1995,6,10,11.72,8.23,10.9,0.276
6/15/1995,1995,6,12,9.68,8.01,10.4,0.278
6/15/1995,1995,6,14,8.55,7.90,10.4,0.278
6/15/1995,1995,6,16,7.73,7.83,10.3,0.278
6/15/1995,1995,6,18,7.15,7.77,10.3,0.278
6/15/1995,1995,6,20,6.85,7.80,10.2,0.278
6/15/1995,1995,6,25,6.35,7.72,10.2,0.278
6/15/1995,1995,6,30,6.02,7.70,10.2,0.278
6/15/1995,1995,6,35,5.48,7.71,10.1,0.277
6/15/1995,1995,6,40,5.15,7.66,9.8,0.278
6/15/1995,1995,6,42,4.93,7.64,9.8,0.278
6/15/1995,1995,6,44,4.78,7.62,8.6,0.279
6/15/1995,1995,6,46,4.74,7.60,8.5,0.279
6/15/1995,1995,6,48,4.73,7.59,8.4,0.279
7/6/1995,1995,7,0.1,22.99,8.02,9.3,0.235
7/6/1995,1995,7,2,22.98,8.35,9.2,0.235
7/6/1995,1995,7,4,22.97,8.39,9.3,0.235
7/6/1995,1995,7,6,22.06,8.37,9.9,0.240
7/6/1995,1995,7,8,15.27,8.21,11.3,0.263
7/6/1995,1995,7,10,12.71,8.06,10.1,0.274
7/6/1995,1995,7,12,10.28,7.92,9.4,0.279
7/6/1995,1995,7,14,8.98,7.86,9.1,0.279
7/6/1995,1995,7,16,8.01,7.81,8.9,0.279
7/6/1995,1995,7,18,7.58,7.74,8.7,0.279
7/6/1995,1995,7,20,7.26,7.80,8.9,0.279
7/6/1995,1995,7,25,6.32,7.81,9.2,0.278
7/6/1995,1995,7,30,5.96,7.81,9.3,0.278
7/6/1995,1995,7,35,5.43,7.80,9.2,0.278
7/6/1995,1995,7,40,5.09,7.78,9.0,0.280
7/6/1995,1995,7,42,4.85,7.75,8.6,0.281
7/6/1995,1995,7,44,4.80,7.73,8.3,0.281
7/6/1995,1995,7,46,4.75,7.71,7.5,0.282
7/6/1995,1995,7,48,4.75,7.68,7.3,0.283
7/13/1995,1995,7,0.1,22.42,8.40,9.4,0.227
7/13/1995,1995,7,2,22.34,8.52,9.7,0.228
7/13/1995,1995,7,4,22.19,8.53,9.7,0.229
7/13/1995,1995,7,6,21.79,8.48,9.4,0.231
7/13/1995,1995,7,8,16.21,8.22,9.9,0.261
7/13/1995,1995,7,10,12.91,8.09,9.6,0.276
7/13/1995,1995,7,12,9.51,8.00,9.2,0.283
7/13/1995,1995,7,14,8.54,7.92,9.1,0.280
7/13/1995,1995,7,16,7.79,7.91,9.0,0.280
7/13/1995,1995,7,18,7.26,7.87,8.8,0.280
7/13/1995,1995,7,20,6.88,7.88,9.0,0.279
7/13/1995,1995,7,30,5.82,7.87,9.2,0.279
7/13/1995,1995,7,40,5.09,7.84,8.8,0.280
7/13/1995,1995,7,42,5.01,7.81,8.4,0.281
7/13/1995,1995,7,44,4.89,7.78,8.0,0.282
7/13/1995,1995,7,46,4.81,7.76,7.5,0.283
7/13/1995,1995,7,48,4.81,7.75,7.3,0.283
7/13/1995,1995,7,50,4.80,7.75,7.1,0.283
7/20/1995,1995,7,0.1,24.16,8.33,8.6,0.201
7/20/1995,1995,7,2,24.16,8.44,8.6,0.201
7/20/1995,1995,7,4,24.13,8.45,8.6,0.201
7/20/1995,1995,7,6,22.19,8.42,9.5,0.209
7/20/1995,1995,7,8,21.56,8.26,9.8,0.225
7/20/1995,1995,7,10,12.33,8.03,9.4,0.248
7/20/1995,1995,7,12,10.04,7.92,8.7,0.250
7/20/1995,1995,7,14,8.09,7.83,8.5,0.261
7/20/1995,1995,7,16,7.54,7.80,8.5,0.250
7/20/1995,1995,7,18,7.18,7.78,8.4,0.251
7/20/1995,1995,7,20,6.85,7.77,8.4,0.250
7/20/1995,1995,7,25,6.25,7.76,8.6,0.249
7/20/1995,1995,7,30,5.90,7.75,7.7,0.250
7/20/1995,1995,7,35,5.47,7.75,8.7,0.250
7/20/1995,1995,7,40,5.11,7.71,8.4,0.252
7/20/1995,1995,7,42,5.10,7.70,7.9,0.252
7/20/1995,1995,7,44,5.04,7.69,7.7,0.252
7/20/1995,1995,7,46,4.87,7.66,7.1,0.254
7/20/1995,1995,7,48,4.82,7.64,6.7,0.254
7/27/1995,1995,7,0.1,24.67,8.50,8.4,0.200
7/27/1995,1995,7,2,24.67,8.54,8.3,0.200
7/27/1995,1995,7,4,24.41,8.54,8.4,0.201
7/27/1995,1995,7,6,23.72,8.49,8.3,0.203
7/27/1995,1995,7,8,18.40,8.19,8.9,0.227
7/27/1995,1995,7,10,13.83,7.93,7.9,0.245
7/27/1995,1995,7,12,10.15,7.85,7.1,0.252
7/27/1995,1995,7,14,8.62,7.79,7.2,0.253
7/27/1995,1995,7,16,7.82,7.78,7.6,0.252
7/27/1995,1995,7,18,7.46,7.78,7.7,0.250
7/27/1995,1995,7,20,7.12,7.77,7.8,0.251
7/27/1995,1995,7,25,6.51,7.77,8.1,0.250
7/27/1995,1995,7,30,5.94,7.78,8.3,0.251
7/27/1995,1995,7,35,5.47,7.78,8.4,0.251
7/27/1995,1995,7,40,5.08,7.74,7.1,0.253
7/27/1995,1995,7,42,5.01,7.71,7.0,0.253
7/27/1995,1995,7,44,4.90,7.70,6.4,0.254
7/27/1995,1995,7,46,4.89,7.68,6.3,0.254
7/27/1995,1995,7,48,4.84,7.67,5.8,0.255
8/3/1995,1995,8,0.1,25.13,8.43,8.0,0.219
8/3/1995,1995,8,2,25.07,8.50,8.0,0.219
8/3/1995,1995,8,4,24.83,8.50,8.0,0.220
8/3/1995,1995,8,6,24.44,8.48,8.1,0.221
8/3/1995,1995,8,8,18.80,8.15,8.6,0.245
8/3/1995,1995,8,10,14.06,7.87,7.8,0.266
8/3/1995,1995,8,12,10.14,7.81,7.6,0.277
8/3/1995,1995,8,14,8.84,7.77,7.5,0.276
8/3/1995,1995,8,16,7.80,7.73,7.4,0.275
8/3/1995,1995,8,18,7.18,7.72,7.5,0.275
8/3/1995,1995,8,20,6.91,7.72,7.7,0.273
8/3/1995,1995,8,25,6.37,7.72,7.9,0.275
8/3/1995,1995,8,30,5.94,7.73,8.1,0.273
8/3/1995,1995,8,35,5.50,7.72,8.1,0.274
8/3/1995,1995,8,40,5.17,7.70,7.7,0.275
8/3/1995,1995,8,42,4.98,7.67,7.1,0.277
8/3/1995,1995,8,44,4.92,7.65,6.5,0.278
8/10/1995,1995,8,0.1,24.03,8.56,8.3,0.219
8/10/1995,1995,8,2,24.01,8.58,8.3,0.219
8/10/1995,1995,8,4,23.95,8.59,8.4,0.219
8/10/1995,1995,8,6,23.93,8.59,8.4,0.219
8/10/1995,1995,8,8,19.37,8.37,9.2,0.246
8/10/1995,1995,8,10,14.41,8.00,7.8,0.267
8/10/1995,1995,8,12,10.39,7.84,6.8,0.277
8/10/1995,1995,8,14,8.75,7.75,6.6,0.276
8/10/1995,1995,8,16,7.98,7.73,6.9,0.275
8/10/1995,1995,8,18,7.39,7.70,6.9,0.276
8/10/1995,1995,8,20,7.02,7.70,7.1,0.275
8/10/1995,1995,8,25,6.46,7.70,7.5,0.273
8/10/1995,1995,8,30,6.09,7.71,7.8,0.273
8/10/1995,1995,8,35,5.61,7.71,8.0,0.274
8/10/1995,1995,8,40,5.15,7.69,7.5,0.275
8/10/1995,1995,8,42,5.03,7.66,6.5,0.276
8/10/1995,1995,8,44,4.93,7.62,5.7,0.278
8/10/1995,1995,8,46,4.91,7.58,5.2,0.279
8/10/1995,1995,8,48,4.89,7.57,4.9,0.279
8/17/1995,1995,8,0.1,25.12,8.31,8.2,0.216
8/17/1995,1995,8,2,25.12,8.42,8.3,0.216
8/17/1995,1995,8,4,24.81,8.39,8.2,0.217
8/17/1995,1995,8,6,24.43,8.40,8.3,0.217
8/17/1995,1995,8,8,20.24,8.41,9.0,0.240
8/17/1995,1995,8,10,14.65,7.85,7.0,0.265
8/17/1995,1995,8,12,11.06,7.62,5.7,0.277
8/17/1995,1995,8,14,9.00,7.58,6.1,0.275
8/17/1995,1995,8,16,8.15,7.57,6.3,0.275
8/17/1995,1995,8,18,7.44,7.56,6.5,0.275
8/17/1995,1995,8,20,7.01,7.56,6.7,0.274
8/17/1995,1995,8,25,6.44,7.57,7.3,0.274
8/17/1995,1995,8,30,5.98,7.58,7.7,0.273
8/17/1995,1995,8,35,5.50,7.59,7.7,0.274
8/17/1995,1995,8,40,5.16,7.56,6.6,0.276
8/17/1995,1995,8,42,4.91,7.52,5.3,0.278
8/17/1995,1995,8,44,4.90,7.48,4.8,0.279
8/17/1995,1995,8,46,4.88,7.45,4.2,0.280
8/17/1995,1995,8,48,4.87,7.42,3.6,0.280
8/25/1995,1995,8,0.1,22.87,8.44,8.1,0.218
8/25/1995,1995,8,2,22.86,8.45,8.0,0.218
8/25/1995,1995,8,4,22.85,8.44,8.0,0.218
8/25/1995,1995,8,6,22.82,8.43,7.9,0.218
8/25/1995,1995,8,8,20.09,8.04,7.5,0.243
8/25/1995,1995,8,10,14.25,7.60,5.5,0.270
8/25/1995,1995,8,12,10.33,7.57,5.2,0.277
8/25/1995,1995,8,14,9.14,7.58,5.7,0.276
8/25/1995,1995,8,16,8.19,7.59,6.1,0.276
8/25/1995,1995,8,18,7.63,7.59,6.3,0.275
8/25/1995,1995,8,20,7.14,7.60,6.6,0.275
8/25/1995,1995,8,25,6.57,7.61,7.1,0.274
8/25/1995,1995,8,30,6.17,7.61,7.3,0.274
8/25/1995,1995,8,35,5.52,7.59,7.3,0.274
8/25/1995,1995,8,40,5.10,7.51,6.1,0.277
8/25/1995,1995,8,42,5.04,7.49,5.4,0.278
8/25/1995,1995,8,44,4.92,7.45,4.6,0.280
8/25/1995,1995,8,46,4.90,7.43,3.8,0.281
8/25/1995,1995,8,48,4.90,7.43,3.6,0.281
8/28/1995,1995,8,0.1,22.22,8.34,8.1,0.218
8/28/1995,1995,8,2,22.12,8.35,8.1,0.218
8/28/1995,1995,8,4,22.07,8.35,8.1,0.219
8/28/1995,1995,8,6,22.06,8.36,8.1,0.219
8/28/1995,1995,8,8,22.02,8.36,8.0,0.219
8/28/1995,1995,8,10,13.44,7.69,5.0,0.273
8/28/1995,1995,8,12,10.56,7.65,5.2,0.277
8/28/1995,1995,8,14,9.22,7.62,5.4,0.275
8/28/1995,1995,8,16,7.85,7.59,6.0,0.275
8/28/1995,1995,8,18,7.35,7.57,6.3,0.275
8/28/1995,1995,8,20,7.11,7.55,6.3,0.276
8/28/1995,1995,8,25,6.57,7.56,6.9,0.274
8/28/1995,1995,8,30,6.18,7.57,7.1,0.274
8/28/1995,1995,8,35,5.70,7.58,7.3,0.274
8/28/1995,1995,8,40,5.25,7.56,6.6,0.275
8/28/1995,1995,8,42,5.17,7.54,6.3,0.276
8/28/1995,1995,8,44,5.07,7.52,5.5,0.278
8/28/1995,1995,8,46,4.98,7.49,4.5,0.279
8/28/1995,1995,8,48,4.97,7.47,4.2,0.279
9/11/1995,1995,9,0.1,19.73,8.35,8.3,0.221
9/11/1995,1995,9,2,19.73,8.35,8.3,0.222
9/11/1995,1995,9,4,19.72,8.36,8.3,0.222
9/11/1995,1995,9,6,19.70,8.37,8.3,0.222
9/11/1995,1995,9,8,19.66,8.40,8.2,0.222
9/11/1995,1995,9,10,15.90,7.80,5.8,0.263
9/11/1995,1995,9,12,12.72,7.63,4.7,0.276
9/11/1995,1995,9,14,9.33,7.60,4.7,0.278
9/11/1995,1995,9,16,8.37,7.59,5.2,0.278
9/11/1995,1995,9,18,7.76,7.56,5.2,0.278
9/11/1995,1995,9,20,7.29,7.55,5.8,0.277
9/11/1995,1995,9,25,6.52,7.55,6.4,0.275
9/11/1995,1995,9,30,6.09,7.56,6.5,0.275
9/11/1995,1995,9,35,5.69,7.56,5.7,0.275
9/11/1995,1995,9,40,5.30,7.54,5.7,0.277
9/11/1995,1995,9,42,5.21,7.52,5.3,0.278
9/11/1995,1995,9,44,5.13,7.50,4.0,0.280
9/11/1995,1995,9,46,5.01,7.46,3.3,0.282
9/11/1995,1995,9,48,4.99,7.45,3.0,0.282
9/24/1995,1995,9,2,16.98,8.26,8.3,0.232
9/24/1995,1995,9,4,16.98,8.27,8.3,0.232
9/24/1995,1995,9,6,16.98,8.27,8.3,0.232
9/24/1995,1995,9,8,16.98,8.27,8.3,0.232
9/24/1995,1995,9,0.1,16.95,8.26,8.3,0.232
9/24/1995,1995,9,10,16.73,8.16,7.8,0.235
9/24/1995,1995,9,12,14.03,7.68,5.2,0.262
9/24/1995,1995,9,14,9.78,7.55,4.2,0.282
9/24/1995,1995,9,16,8.70,7.53,4.3,0.282
9/24/1995,1995,9,18,7.96,7.52,4.6,0.283
9/24/1995,1995,9,20,7.52,7.50,4.8,0.282
9/24/1995,1995,9,25,6.80,7.50,5.3,0.280
9/24/1995,1995,9,30,6.28,7.50,5.6,0.279
9/24/1995,1995,9,35,5.81,7.51,5.8,0.280
9/24/1995,1995,9,40,5.29,7.46,5.5,0.283
9/24/1995,1995,9,42,5.15,7.44,3.8,0.285
9/24/1995,1995,9,44,5.12,7.44,3.6,0.285
9/24/1995,1995,9,46,5.06,7.41,2.6,0.286
9/24/1995,1995,9,48,5.03,7.40,2.2,0.287
10/10/1995,1995,10,0.1,15.49,8.35,8.6,0.238
10/10/1995,1995,10,4,15.49,8.35,8.6,0.238
10/10/1995,1995,10,2,15.48,8.35,8.6,0.238
10/10/1995,1995,10,6,15.48,8.36,8.6,0.238
10/10/1995,1995,10,8,15.47,8.37,8.6,0.239
10/10/1995,1995,10,10,15.46,8.35,8.5,0.239
10/10/1995,1995,10,12,14.49,7.86,5.8,0.257
10/10/1995,1995,10,14,10.43,7.57,3.6,0.287
10/10/1995,1995,10,16,8.78,7.53,3.7,0.289
10/10/1995,1995,10,18,7.91,7.52,4.2,0.289
10/10/1995,1995,10,20,7.36,7.52,4.6,0.280
10/10/1995,1995,10,25,6.77,7.53,5.1,0.287
10/10/1995,1995,10,30,6.27,7.54,5.7,0.286
10/10/1995,1995,10,35,5.66,7.54,5.6,0.286
10/10/1995,1995,10,40,5.29,7.50,5.2,0.290
10/10/1995,1995,10,42,5.22,7.48,3.6,0.291
10/10/1995,1995,10,44,5.14,7.46,3.1,0.292
10/10/1995,1995,10,46,5.07,7.43,1.7,0.295
10/10/1995,1995,10,48,5.04,7.40,1.2,0.296
10/24/1995,1995,10,0.1,12.97,8.22,9.3,0.211
10/24/1995,1995,10,2,12.96,8.23,9.3,0.211
10/24/1995,1995,10,4,12.96,8.23,9.3,0.211
10/24/1995,1995,10,6,12.95,8.24,9.2,0.212
10/24/1995,1995,10,8,12.94,8.24,9.2,0.212
10/24/1995,1995,10,10,12.94,8.24,9.2,0.212
10/24/1995,1995,10,12,12.93,8.24,9.1,0.212
10/24/1995,1995,10,14,12.81,8.19,8.9,0.214
10/24/1995,1995,10,16,9.19,7.51,4.2,0.248
10/24/1995,1995,10,18,8.27,7.46,3.8,0.252
10/24/1995,1995,10,20,7.75,7.45,4.0,0.252
10/24/1995,1995,10,25,6.81,7.47,4.8,0.250
10/24/1995,1995,10,30,6.50,7.47,5.0,0.250
10/24/1995,1995,10,35,6.30,7.49,5.3,0.250
10/24/1995,1995,10,40,5.48,7.45,4.2,0.252
10/24/1995,1995,10,42,5.37,7.44,3.7,0.253
10/24/1995,1995,10,44,5.25,7.41,2.7,0.255
10/24/1995,1995,10,46,5.16,7.40,1.5,0.256
10/24/1995,1995,10,48,5.14,7.39,1.2,0.257
11/6/1995,1995,11,0.1,10.40,8.03,9.4,0.238
11/6/1995,1995,11,2,10.38,8.04,9.3,0.239
11/6/1995,1995,11,4,10.38,8.04,9.3,0.239
11/6/1995,1995,11,6,10.38,8.04,9.3,0.239
11/6/1995,1995,11,8,10.37,8.05,9.2,0.239
11/6/1995,1995,11,12,10.37,8.05,9.2,0.239
11/6/1995,1995,11,10,10.36,8.05,9.2,0.239
11/6/1995,1995,11,16,10.36,8.06,9.1,0.239
11/6/1995,1995,11,14,10.35,8.05,9.1,0.239
11/6/1995,1995,11,18,10.10,7.99,8.7,0.242
11/6/1995,1995,11,20,8.88,7.61,5.3,0.263
11/6/1995,1995,11,25,7.00,7.51,4.5,0.274
11/6/1995,1995,11,30,6.29,7.51,4.8,0.274
11/6/1995,1995,11,35,5.81,7.49,4.5,0.275
11/6/1995,1995,11,40,5.41,7.45,3.1,0.278
11/6/1995,1995,11,42,5.30,7.44,2.6,0.279
11/6/1995,1995,11,44,5.19,7.41,1.5,0.281
11/6/1995,1995,11,46,5.14,7.40,1.1,0.282
11/6/1995,1995,11,48,5.14,7.40,1.1,0.282
11/6/1995,1995,11,50,5.13,7.39,1.0,0.282
11/17/1995,1995,11,4,7.22,7.86,9.4,0.259
11/17/1995,1995,11,2,7.21,7.86,9.5,0.259
11/17/1995,1995,11,6,7.21,7.86,9.3,0.259
11/17/1995,1995,11,8,7.21,7.86,9.3,0.259
11/17/1995,1995,11,10,7.21,7.86,9.3,0.259
11/17/1995,1995,11,12,7.21,7.86,7.2,0.259
11/17/1995,1995,11,14,7.21,7.86,9.2,0.259
11/17/1995,1995,11,0.1,7.20,7.86,9.5,0.259
11/17/1995,1995,11,16,7.19,7.86,9.2,0.259
11/17/1995,1995,11,18,7.19,7.87,9.2,0.259
11/17/1995,1995,11,20,7.19,7.88,9.3,0.259
11/17/1995,1995,11,25,7.18,7.89,9.3,0.258
11/17/1995,1995,11,30,7.18,7.89,9.3,0.258
11/17/1995,1995,11,35,7.04,7.79,8.3,0.264
11/17/1995,1995,11,40,6.39,7.57,5.8,0.276
11/17/1995,1995,11,42,6.05,7.51,4.7,0.281
11/17/1995,1995,11,44,5.59,7.45,2.9,0.287
11/17/1995,1995,11,46,5.42,7.43,2.3,0.290
11/17/1995,1995,11,48,5.35,7.41,2.1,0.290
12/5/1995,1995,12,4,5.07,7.92,10.2,0.262
12/5/1995,1995,12,6,5.06,7.93,10.2,0.263
12/5/1995,1995,12,8,5.06,7.94,10.2,0.263
12/5/1995,1995,12,10,5.06,7.94,10.1,0.263
12/5/1995,1995,12,12,5.06,7.94,10.1,0.263
12/5/1995,1995,12,14,5.06,7.95,10.1,0.263
12/5/1995,1995,12,16,5.06,7.95,10.1,0.262
12/5/1995,1995,12,25,5.06,7.96,10.1,0.263
12/5/1995,1995,12,2,5.05,7.91,10.3,0.262
12/5/1995,1995,12,18,5.05,7.95,10.1,0.263
12/5/1995,1995,12,20,5.05,7.96,10.1,0.263
12/5/1995,1995,12,30,5.04,7.97,10.1,0.263
12/5/1995,1995,12,0.1,4.99,7.90,10.3,0.262
12/5/1995,1995,12,35,4.99,7.98,10.2,0.263
12/5/1995,1995,12,40,4.98,7.98,10.2,0.263
12/5/1995,1995,12,42,4.96,7.99,10.2,0.263
12/5/1995,1995,12,44,4.93,7.99,10.2,0.263
12/5/1995,1995,12,46,4.87,8.00,10.3,0.263
12/5/1995,1995,12,48,4.80,8.00,10.3,0.264
1/10/1996,1996,1,44,3.20,7.91,11.2,0.248
1/10/1996,1996,1,42,3.19,7.91,11.2,0.248
1/10/1996,1996,1,40,3.17,7.92,11.3,0.247
1/10/1996,1996,1,48,3.13,7.88,10.8,0.251
1/10/1996,1996,1,35,3.08,7.94,11.7,0.247
1/10/1996,1996,1,46,3.08,7.90,11.0,0.251
1/10/1996,1996,1,30,2.95,7.95,11.8,0.247
1/10/1996,1996,1,25,2.74,7.96,12.0,0.246
1/10/1996,1996,1,20,2.18,8.00,12.6,0.247
1/10/1996,1996,1,18,1.81,8.02,12.8,0.248
1/10/1996,1996,1,16,1.64,8.03,12.9,0.246
1/10/1996,1996,1,14,1.57,8.04,13.0,0.246
1/10/1996,1996,1,12,1.42,8.06,13.1,0.245
1/10/1996,1996,1,10,1.31,8.07,13.3,0.245
1/10/1996,1996,1,8,1.23,8.08,13.4,0.245
1/10/1996,1996,1,6,1.12,8.08,13.4,0.245
1/10/1996,1996,1,4,1.07,8.08,13.5,0.245
1/10/1996,1996,1,2,0.90,8.11,13.8,0.244
1/10/1996,1996,1,0.1,0.83,8.11,14.0,0.252
2/14/1996,1996,2,35,2.85,7.75,9.7,0.264
2/14/1996,1996,2,48,2.75,7.66,8.7,0.286
2/14/1996,1996,2,30,2.73,7.78,10.1,0.261
2/14/1996,1996,2,40,2.69,7.76,9.9,0.270
2/14/1996,1996,2,46,2.63,7.73,9.5,0.283
2/14/1996,1996,2,42,2.56,7.77,10.0,0.277
2/14/1996,1996,2,44,2.54,7.72,10.1,0.279
2/14/1996,1996,2,25,2.23,7.82,10.8,0.266
2/14/1996,1996,2,20,2.03,7.84,11.3,0.269
2/14/1996,1996,2,18,1.98,7.86,11.3,0.268
2/14/1996,1996,2,2,1.95,7.93,12.0,0.260
2/14/1996,1996,2,4,1.95,7.96,12.0,0.260
2/14/1996,1996,2,6,1.95,7.96,12.0,0.261
2/14/1996,1996,2,10,1.95,7.97,12.0,0.261
2/14/1996,1996,2,12,1.95,7.96,11.9,0.262
2/14/1996,1996,2,16,1.95,7.93,11.3,0.264
2/14/1996,1996,2,8,1.94,7.97,12.0,0.261
2/14/1996,1996,2,0.1,0.25,7.90,12.8,0.266
3/13/1996,1996,3,48,2.88,7.60,6.8,0.298
3/13/1996,1996,3,46,2.80,7.75,8.2,0.287
3/13/1996,1996,3,35,2.71,7.93,11.3,0.270
3/13/1996,1996,3,40,2.71,7.91,11.1,0.274
3/13/1996,1996,3,42,2.71,7.90,10.9,0.276
3/13/1996,1996,3,44,2.71,7.90,10.9,0.278
3/13/1996,1996,3,30,2.69,8.00,11.7,0.268
3/13/1996,1996,3,25,2.67,7.99,11.6,0.268
3/13/1996,1996,3,20,2.61,7.93,11.4,0.267
3/13/1996,1996,3,18,2.49,7.93,11.2,0.265
3/13/1996,1996,3,16,2.48,7.96,11.6,0.265
3/13/1996,1996,3,14,2.46,7.98,11.9,0.266
3/13/1996,1996,3,12,2.45,7.97,11.9,0.265
3/13/1996,1996,3,2,2.44,7.94,12.2,0.263
3/13/1996,1996,3,4,2.44,7.94,12.0,0.265
3/13/1996,1996,3,6,2.44,7.95,12.0,0.265
3/13/1996,1996,3,8,2.44,7.96,12.0,0.265
3/13/1996,1996,3,10,2.44,7.96,11.9,0.265
3/13/1996,1996,3,0.1,0.30,8.07,13.2,0.233
4/30/1996,1996,4,0.1,5.15,7.91,13.3,0.264
4/30/1996,1996,4,6,5.13,7.93,12.4,0.265
4/30/1996,1996,4,2,5.12,7.91,12.7,0.265
4/30/1996,1996,4,4,5.12,7.92,12.6,0.265
4/30/1996,1996,4,8,5.12,7.95,12.3,0.265
4/30/1996,1996,4,10,5.12,7.96,12.2,0.265
4/30/1996,1996,4,12,5.11,7.97,12.2,0.266
4/30/1996,1996,4,14,5.08,7.97,12.2,0.265
4/30/1996,1996,4,16,5.03,7.97,12.2,0.265
4/30/1996,1996,4,18,4.95,7.97,12.2,0.265
4/30/1996,1996,4,20,4.90,7.97,12.2,0.265
4/30/1996,1996,4,25,4.84,7.97,12.2,0.266
4/30/1996,1996,4,30,4.65,7.96,12.1,0.266
4/30/1996,1996,4,35,4.59,7.96,12.1,0.266
4/30/1996,1996,4,40,4.58,7.97,12.1,0.266
4/30/1996,1996,4,42,4.58,7.97,12.1,0.266
4/30/1996,1996,4,44,4.57,7.97,12.0,0.266
4/30/1996,1996,4,46,4.55,7.97,12.0,0.266
4/30/1996,1996,4,48,4.42,7.95,12.0,0.266
5/14/1996,1996,5,0.1,8.10,7.84,11.8,0.274
5/14/1996,1996,5,2,7.90,8.00,11.6,0.273
5/14/1996,1996,5,4,7.15,8.05,11.6,0.272
5/14/1996,1996,5,6,7.07,8.06,11.5,0.272
5/14/1996,1996,5,8,7.02,8.06,11.4,0.272
5/14/1996,1996,5,10,6.99,8.06,11.4,0.273
5/14/1996,1996,5,12,6.99,8.07,11.3,0.272
5/14/1996,1996,5,14,6.98,8.08,11.3,0.272
5/14/1996,1996,5,16,6.69,8.04,11.3,0.272
5/14/1996,1996,5,18,6.49,8.02,11.2,0.272
5/14/1996,1996,5,20,6.32,8.01,11.2,0.272
5/14/1996,1996,5,25,6.02,8.00,11.1,0.273
5/14/1996,1996,5,30,5.48,7.97,11.1,0.273
5/14/1996,1996,5,35,5.28,7.95,10.9,0.273
5/14/1996,1996,5,40,5.08,7.93,10.8,0.273
5/14/1996,1996,5,42,4.96,7.91,10.7,0.273
5/14/1996,1996,5,44,4.89,7.90,10.7,0.273
5/14/1996,1996,5,46,4.87,7.90,10.6,0.274
5/14/1996,1996,5,48,4.85,7.89,10.5,0.273
5/28/1996,1996,5,0.1,12.67,8.27,11.9,0.276
5/28/1996,1996,5,2,12.60,8.35,11.8,0.276
5/28/1996,1996,5,4,12.45,8.38,11.8,0.276
5/28/1996,1996,5,6,12.30,8.38,11.8,0.276
5/28/1996,1996,5,8,10.56,8.31,11.9,0.275
5/28/1996,1996,5,10,8.66,8.13,11.6,0.276
5/28/1996,1996,5,12,8.08,8.12,11.7,0.274
5/28/1996,1996,5,14,7.29,8.00,11.4,0.274
5/28/1996,1996,5,16,6.96,7.95,11.2,0.274
